Date	HIGH	OPEN	LOW	CLOSE	VOLUME	MFD_NETBUYAMT	MFD_NETBUYAMT_A	PE_TTM	BOLL	MACD	YOYEPS_BASIC	YOY_EQUITY	MFD_BUYVOL_M
2016-06-30	8.056885371907581	7.674792688693649	7.595739030097662	7.931717079130602	5842453.0	-4788098.0	-1920480.0	37.8473014831543	7.29346013681237	0.17500583309823625	29.411764705882344	17.73426200150048	135493.0
2016-07-01	7.964656103545598	7.931717079130602	7.747258542406636	7.8394878107686194	4214314.0	-2198240.0	-1126011.0	37.4072151184082	7.32285188167498	0.1846981713855742	29.411764705882344	17.73426200150048	83123.0
2016-07-04	8.116175615854571	7.773609761938632	7.734082932640638	7.938304884013602	4628217.0	-1295399.0	-252573.0	37.87873458862305	7.356044283200859	0.19806990470276897	29.411764705882344	17.73426200150048	256494.99999999997
2016-07-05	8.135939030503566	7.938304884013602	7.859251225417616	7.977831713311595	4745646.0	-667035.0	349927.0	38.067344665527344	7.390756947392045	0.20944226442858493	29.411764705882344	17.73426200150048	-500078.0
2016-07-06	8.135939030503566	7.977831713311595	7.911953664481607	8.103000006088573	7157227.0	594669.0	-1544247.0	38.66460037231445	7.430283776690038	0.2259503614788425	29.411764705882344	17.73426200150048	529589.0
2016-07-07	8.623436591845481	8.162290250035563	8.103000006088573	8.208404884216556	13746125.0	-13911278.0	-9318461.0	39.16755676269531	7.4738646397621835	0.2447174892010322	29.411764705882344	17.73426200150048	-2197744.0
2016-07-08	8.46532927465351	8.221580493982552	8.142526835386565	8.23475610374855	11601068.0	-21373897.0	-20839696.0	39.29329299926758	7.5184590112778675	0.2587343675876257	29.411764705882344	17.73426200150048	-141471.0
2016-07-11	8.39945122582352	8.386275616057524	8.07006098167358	8.23475610374855	14132848.000000002	-5740497.0	-8425759.0	39.29329299926758	7.5630533827935515	0.2667677125618777	29.411764705882344	17.73426200150048	-1176487.0
2016-07-12	8.313809762344535	8.214992689099555	8.037121957258584	8.29404634769554	8783567.0	2272819.0	3212522.0	39.57620620727539	7.609928148307197	0.27475126198691324	29.411764705882344	17.73426200150048	491427.00000000006
2016-07-13	8.35333659164253	8.267695128163545	8.089824396322575	8.096412201205574	9634208.0	-10965271.0	-11465757.000000002	38.6331672668457	7.649201600494306	0.2621094242154527	29.411764705882344	17.73426200150048	-2423848.0
2016-07-14	8.168878054918562	8.116175615854571	7.773609761938632	7.865839030300615	10618899.0	-24185978.0	-20726864.999999996	37.532955169677734	7.679606853800452	0.23082454709479183	29.411764705882344	17.73426200150048	-4747206.0
2016-07-15	8.037121957258584	7.872426835183614	7.8526634205346175	7.984419518194594	6401656.0	-140662.0	394279.0	38.098777770996094	7.714572895102524	0.213142536452259	29.411764705882344	17.73426200150048	-732852.0
2016-07-18	8.267695128163545	7.964656103545598	7.9514804937796	8.155702445152565	7035559.0	18196754.0	13240102.0	38.916080474853516	7.756126741287594	0.210523729849176	29.411764705882344	17.73426200150048	848068.0
2016-07-19	8.201817079333555	8.162290250035563	7.984419518194594	8.083236591439576	3399436.0	-144552.0	-13476.999999999998	38.57029724121094	7.794893439252933	0.20029207560641638	29.411764705882344	17.73426200150048	-635723.0
2016-07-20	8.168878054918562	8.076648786556579	8.023946347492586	8.103000006088573	3230929.0	4674653.0	3121196.0	38.66460037231445	7.834420268550927	0.19156986019612265	29.411764705882344	17.73426200150048	-15480.000000000002
2016-07-21	8.247931713514548	8.12276342073757	8.037121957258584	8.195229274450556	4327016.0	9320672.0	10050162.0	39.10468673706055	7.874960606292458	0.18991040388706537	29.411764705882344	17.73426200150048	845442.0
2016-07-22	8.228168298865551	8.168878054918562	7.9514804937796	7.977831713311595	5598011.0	-15867291.0	-8352482.0	38.067344665527344	7.893203758276148	0.1691037833388318	29.411764705882344	17.73426200150048	-1596014.0
2016-07-25	8.096412201205574	7.977831713311595	7.938304884013602	8.030534152375585	3178643.0	0.0	0.0	38.31882095336914	7.920568486251682	0.15507937453447962	29.411764705882344	17.73426200150048	597772.0
2016-07-26	8.333573176993532	8.07006098167358	8.037121957258584	8.28745854281254	5658186.0	13577070.000000002	12158597.0	39.54477310180664	7.947426460005446	0.16281969650855377	29.411764705882344	17.73426200150048	1132568.0
2016-07-27	8.366512201408526	8.320397567227536	7.925129274247604	8.149114640269564	7428064.0	-28262.999999999996	846181.0	38.8846435546875	7.9720040397612495	0.15599257538499955	29.411764705882344	17.73426200150048	-554894.0
2016-07-28	8.583909762547488	8.116175615854571	8.089824396322575	8.537795128366497	10603468.0	5284864.0	10880821.0	40.739288330078125	8.005703195508898	0.1798718490493778	29.411764705882344	17.73426200150048	660182.0
2016-07-29	8.728841469973464	8.46532927465351	8.373100006291526	8.445565860004512	7681433.0	-5419779.999999999	-980158.0	40.29920196533203	8.041936122365392	0.18917353949772675	29.411764705882344	17.73426200150048	-712459.0
