Date	HIGH	OPEN	LOW	CLOSE	VOLUME	MFD_NETBUYAMT	MFD_NETBUYAMT_A	PE_TTM	BOLL	MACD	YOYEPS_BASIC	YOY_EQUITY	MFD_BUYVOL_M	TECH_REVS5	TECH_REVS10	TECH_TURNOVERRATEVOLATILITY20	TECH_TURNOVERRATE5	TECH_BULLPOWER	TECH_AD6
2016-06-30	14.072613856508324	13.864995763650663	13.819579305838051	13.923388352266882	14810791.0	-16853775.0	-14799733.000000002	21.9459228515625	13.643902458035411	0.10783131279226232	16.216216216216218	23.313046900469182	-761188.0	1.01369863	1.02777778	0.07828757	0.0030002	-253.60513143999998	0.036666666666666674
2016-07-01	14.591659088652476	13.929876417668682	13.923388352266882	14.487850042223645	32131776.0	19583639.0	45707216.0	22.835622787475586	13.680834522630285	0.15807238767246368	16.216216216216218	23.313046900469182	1975822.0	1.06333333	1.05729167	0.11239416	0.0036576	-254.91655495999998	0.2233333333333333
2016-07-04	15.571356964324563	14.455409715214637	14.312672276374993	15.3507627406633	45744807.0	27597426.999999996	61897959.0	24.195737838745117	13.754449110843039	0.264469999061852	16.216216216216218	23.313046900469182	5329282.0	1.11498586	1.10871603	0.18249386	0.0050942	-257.68451799	0.5650000000000001
2016-07-05	15.3507627406633	15.3507627406633	15.11719238619843	15.162608844011045	22722675.0	-12106114.0	-5136272.0	23.899171829223633	13.82357196146993	0.32980662022871954	16.216216216216218	23.313046900469182	-2045959.0	1.10028249	1.10392064	0.18406589	0.005587	-261.15317072	0.44333333333333336
2016-07-06	15.830879580396639	15.175584974814647	14.974454947358787	15.636237618342584	36588230.0	44879585.0	60975667.99999999	24.645702362060547	13.913406713187186	0.41502015305281503	16.216216216216218	23.313046900469182	4131500.0	1.12774918	1.130394	0.20609376	0.006439	-264.4495837	0.5816666666666667
2016-07-07	15.642725683744384	15.571356964324563	15.376715002270506	15.45457178709213	16513296.0	-51464792.0	-49406180.00000001	24.35936164855957	13.99650385852565	0.4625614568687748	16.216216216216218	23.313046900469182	-2243119.0	1.10997204	1.12517714	0.20579207	0.0065112	-267.67975122	0.5116666666666666
2016-07-08	15.610285356735373	15.603797291333573	15.370226936868704	15.512964375708346	13113396.0	-6325075.000000001	-13048367.0	24.451398849487305	14.066375332083517	0.4991956597268068	16.216216216216218	23.313046900469182	-1270303.0	1.07075683	1.13857143	0.20708037	0.0057054	-270.41691393	0.5216666666666667
2016-07-11	15.675166010753394	15.675166010753394	15.136656582403834	15.18856110561825	20488997.0	-43207673.00000001	-7053074.0	23.94007682800293	14.122771592883794	0.4963305075459754	16.216216216216218	23.313046900469182	-2942926.0	0.98943364	1.10320452	0.20741676	0.0046356	-271.69231225	0.2516666666666667
2016-07-12	15.59730922593177	15.233977563430864	15.18856110561825	15.532428571913753	17763349.0	27686795.000000004	32524824.0	24.482078552246094	14.19713480402752	0.5158605650284862	16.216216216216218	23.313046900469182	41998.0	1.02439024	1.12711864	0.20584178	0.0044254	-273.97478213	0.07333333333333335
2016-07-13	15.753022795575017	15.753022795575017	15.480524048699337	15.55838083352096	14870225.0	-25498311.0	41249.0	24.52298355102539	14.26201545804554	0.5273534051213016	16.216216216216218	23.313046900469182	-2794336.0	0.99502075	1.12213383	0.20635878	0.0035054	-275.66255847	0.14166666666666666
2016-07-14	15.707606337762403	15.55838083352096	15.448083721690326	15.675166010753394	11124521.0	6283971.0	17471250.0	24.707059860229492	14.336628210166262	0.5396642380772754	16.216216216216218	23.313046900469182	-352148.0	1.01427372	1.12581547	0.20614782	0.003277	-277.71897643	0.03000000000000001
2016-07-15	16.41480546655881	15.76599892637862	15.76599892637862	16.356412877942592	31637846.000000004	59248729.99999999	100229049.0	25.78083610534668	14.438440928779151	0.5975039371994431	16.216216216216218	23.313046900469182	2791659.0	1.05437056	1.12897447	0.21554547	0.0040618	-280.28017679	0.25333333333333335
2016-07-18	16.408317401157007	16.34992481254079	15.967128953834479	16.122842523477726	20962384.0	-36955627.0	-1257681.0	25.412683486938477	14.534514204921221	0.6173783861589399	16.216216216216218	23.313046900469182	-3043274.0	1.06151217	1.05029586	0.21464981	0.0040818	-282.75170061999995	0.14333333333333334
2016-07-19	16.317484485531782	16.11635445807592	15.6946302069588	15.830879580396639	21722794.0	-69140846.0	-49005994.0	24.95249366760254	14.631835185948251	0.6026233933183569	16.216216216216218	23.313046900469182	-3169046.0	1.0192147	1.0440736	0.21265026	0.0042496	-284.16648259000004	0.1433333333333333
2016-07-20	16.090402196468716	15.882784103611055	15.76599892637862	15.86980797280745	11639910.0	-14758074.999999998	-3958243.0	25.013853073120117	14.723167183527462	0.587301109509438	16.216216216216218	23.313046900469182	-609130.0	1.02001668	1.01493776	0.20812084	0.0041126	-285.72049892999996	0.08166666666666668
2016-07-21	16.518614512987643	15.895760234414658	15.895760234414658	16.31099642012998	22645026.0	22138530.0	37107231.0	25.70924949645996	14.823482656278399	0.6037981010750784	16.216216216216218	23.313046900469182	1639730.0	1.04056291	1.05541562	0.19858645	0.0046006	-287.35443517000004	0.17500000000000002
2016-07-22	16.356412877942592	16.34992481254079	15.960640888432678	16.083914131066912	16636632.999999998	-52233057.0	-24425405.0	25.35132598876953	14.92105317828242	0.5917273779482581	16.216216216216218	23.313046900469182	-3573750.0	0.98333994	1.03680468	0.1985755	0.0039652	-288.92114744	0.0466666666666667
2016-07-25	16.20718737370115	15.941176692227272	15.908736365218262	15.973617019236281	15323629.0	-27731606.0	-12736706.0	23.967266082763672	15.008392520229753	0.5667282967433369	16.216216216216218	23.313046900469182	1130483.0	0.99074447	1.05168731	0.19560078	0.0037284	-289.96427739	-0.18833333333333332
2016-07-26	16.525102578389443	16.012545411647093	16.012545411647093	16.51212644758584	21877842.0	40357464.0	40562407.0	24.77526092529297	15.110953861773622	0.583641696958324	16.216216216216218	23.313046900469182	779910.0	1.04303279	1.06307435	0.18967142	0.0037378	-291.71153336	0.023333333333333334
2016-07-27	17.245277837989452	16.538078709193044	16.038497673254298	16.42129353196061	48153546.0	-74960646.0	-40677921.0	24.63897132873535	15.214263826248468	0.5829958184220931	16.216216216216218	23.313046900469182	-1880386.0	1.03475061	1.05546289	0.22700087	0.005291	-292.25937382	-0.06333333333333331
2016-07-28	17.03117167972999	16.538078709193044	16.434269662764216	16.95980296031017	29205858.0	22144662.0	24391701.0	25.44696617126465	15.334542577158796	0.6188039783156416	16.216216216216218	23.313046900469182	587427.0	1.03977725	1.08195364	0.22526784	0.0055728	-295.55066737	0.04833333333333332
2016-07-29	17.037659745131794	16.85599391388134	16.531590643791244	16.771649063657915	17621736.0	-69565911.0	-46523843.0	25.164655685424805	15.451327754391228	0.6247974796011118	16.216216216216218	23.313046900469182	-1404175.0	1.04275918	1.02538675	0.22266916	0.0056168	-297.54074626	-0.1333333333333334
2016-08-01	16.75867293285431	16.75867293285431	16.090402196468716	16.181235112093944	22511000.0	-19609766.0	-41367602.0	24.27878189086914	15.549646899326225	0.575274494676064	16.216216216216218	23.313046900469182	-2297794.0	1.01299756	1.00362173	0.19120872	0.0059222	-297.99635071	-0.215
2016-08-02	16.356412877942592	16.064449934861507	15.928200561423669	16.090402196468716	13629351.999999998	-9510370.0	-15844255.0	24.142492294311523	15.6389825690895	0.522672669973506	16.216216216216218	23.313046900469182	-1792248.0	0.97445972	1.01639344	0.19481341	0.0055718	-298.37848987	-0.22333333333333336
2016-08-03	16.570519036202054	16.090402196468716	16.038497673254298	16.54456677459485	16946736.0	17081131.0	23050346.0	24.82393455505371	15.745287025288253	0.5117336834049429	16.216216216216218	23.313046900469182	911403.0000000001	1.00750691	1.0425184	0.17985717	0.0042458	-299.14364674999996	-0.23166666666666672
2016-08-04	16.648375821023677	16.54456677459485	16.252603831513763	16.54456677459485	9113542.0	-891046.9999999999	-1981211.9999999998	24.82393455505371	15.848347448786106	0.4973315294449012	16.216216216216218	23.313046900469182	87923.0	0.97551645	1.01431981	0.18673136	0.003392	-299.96235263999995	-0.02
2016-08-05	16.7262326058453	16.525102578389443	16.34343674713899	16.356412877942592	12411142.0	-30702636.000000004	-23845623.0	24.541622161865234	15.941925315158247	0.465370767156994	16.216216216216218	23.313046900469182	-3038045.0	0.97524178	1.01694232	0.18732237	0.0031706	-300.10878497	-0.25333333333333335
2016-08-08	16.531590643791244	16.356412877942592	16.032009607852498	16.48617418597863	9268513.0	-5520433.0	8349734.0	24.73632049560547	16.018783936071898	0.4453782427330797	16.216216216216218	23.313046900469182	-122885.99999999999	1.01884523	1.03208773	0.19380419	0.0026078	-301.00830914	-0.06833333333333332
2016-08-09	16.745696802050706	16.460221924371425	16.369389008746197	16.641887755621877	9127697.0	4013444.0	2372184.0	24.96995735168457	16.068442590493387	0.43706064376585374	16.216216216216218	23.313046900469182	331661.0	1.03427419	1.00785855	0.19960372	0.0024164	-301.63757132	0.15333333333333332
2016-08-10	16.75867293285431	16.641887755621877	16.34992481254079	16.369389008746197	10747616.0	-6236117.0	-20731242.000000004	24.561092376708984	16.11485721221397	0.40382546654770657	16.216216216216218	23.313046900469182	-1822330.0	0.98941176	0.99683919	0.20244976	0.002153	-301.66037349000004	0.12166666666666669
2016-08-11	16.628911624818272	16.395341270353406	16.27206802771917	16.298020289326377	9877365.0	-22009018.0	-8476167.0	24.454010009765625	16.140310391867192	0.367491279240193	16.216216216216218	23.313046900469182	-1386058.0	0.98509804	0.96097934	0.20359349	0.0021856	-301.69292658	-0.09333333333333332
2016-08-12	16.609447428612867	16.401829335755206	16.27855609312097	16.602959363211067	11606432.0	34117626.0	30512768.0	24.911548614501953	16.184479144794842	0.35916201269387926	16.216216216216218	23.313046900469182	-88873.0	1.01507338	0.98994197	0.1951913	0.0021514	-302.45161162	-0.00999999999999999
2016-08-15	17.12849266075702	16.745696802050706	16.557542905398453	16.88843424089035	20493427.0	5417257.0	-2481965.0	25.33988380432129	16.237381831917233	0.3713161443862134	16.216216216216218	23.313046900469182	-1378688.0	1.02439984	1.04370489	0.19503514	0.0026284	-303.09273671	0.17
2016-08-16	17.225813641784047	17.0506358759354	16.745696802050706	16.797601325265124	16520175.0	-34649362.0	-39306466.0	25.203594207763672	16.29926799421134	0.36936115863219854	16.216216216216218	23.313046900469182	-824250.0	1.00935673	1.04395161	0.19396918	0.0029426	-303.91817927	-0.056666666666666664
2016-08-17	17.51128851946333	17.02468361432819	16.914386502497557	17.193373314775037	24523100.0	-13311150.0	16399336.0	25.797422409057617	16.36315048432139	0.395191785382611	16.216216216216218	23.313046900469182	-1560165.0	1.0503369	1.03921569	0.19472918	0.003528	-305.44629137	-0.024999999999999984
2016-08-18	17.388015276829098	17.29718236120387	16.804089390666924	16.953314894908367	18589493.0	-61655378.0	-70908271.0	25.437231063842773	16.416801794374756	0.3917758864041687	16.216216216216218	23.313046900469182	-2656589.0	1.04020701	1.02470588	0.19337608	0.0038982	-306.63661043999997	-0.03666666666666668
2016-08-19	16.953314894908367	16.92736263330116	16.7262326058453	16.804089390666924	12058340.0	-17052713.0	-18371556.0	25.213329315185547	16.460221924371425	0.3727309009812352	16.216216216216218	23.313046900469182	-1196462.0	1.01211411	1.02737009	0.19518758	0.0039174	-307.73720015	0.009999999999999986
2016-08-22	16.99224328731918	16.804089390666924	16.54456677459485	16.564030970800253	11561343.0	-46406364.99999999	-26596354.0	24.853139877319336	16.468207235635184	0.33441201109092944	16.216216216216218	23.313046900469182	-2833601.0	0.98079139	1.00472255	0.1969871	0.0035378	-307.35964288	-0.18333333333333335
