Date	HIGH	OPEN	LOW	CLOSE	VOLUME	MRG_LONG_BAL	MRG_SHORT_VOL_BAL	MFD_NETBUYAMT	PE_TTM	PB_LF	BOLL	MACD	ROE_AVG
2016-06-30	4.1595746557673685	4.1595746557673685	4.003346499682209	4.0521677984588225	84572869.0	613949193.0	181900.0	-58840735.00000001	117.2483139038086	3.987677812576294	4.082211674629044	0.10703644637358956	2.9527
2016-07-01	4.100989097235434	4.0521677984588225	4.022875019192854	4.0521677984588225	48019453.0	590150219.0	106900.0	-7514131.0	117.2483139038086	3.987677812576294	4.111504453895012	0.09196931394752461	2.9527
2016-07-04	4.257217253320594	4.022875019192854	4.022875019192854	4.179103175278014	152026325.0	604641732.0	151900.0	90138744.0	120.92115020751953	4.112593173980713	4.14567936303864	0.08924239622097119	2.9527
2016-07-05	4.237688733809948	4.1595746557673685	4.140046136256724	4.198631694788658	98944614.0	615991126.0	151900.0	20823222.0	121.48619842529297	4.131810665130615	4.16783672171418	0.08764674547057805	2.9527
2016-07-06	4.384152630139786	4.169338915522691	4.149810396012047	4.374388370384463	203144086.0	710603270.0	173900.0	150434858.0	126.57167053222656	4.304769992828369	4.191871822650359	0.09941824398465737	2.9527
2016-07-07	4.7844872801080065	4.432973928916398	4.432973928916398	4.63802338377817	370681719.0	688120575.0	201900.0	408498527.00000006	134.1998748779297	4.564209461212158	4.231679958575905	0.12853866988339568	2.9527
2016-07-08	4.579437825246235	4.569673565490912	4.4036811496504304	4.413445409405752	166198069.0	690172073.0	151900.0	-184901523.00000003	127.70177459716797	4.343205451965332	4.256466156416339	0.13197393814605007	2.9527
2016-07-11	4.618494864267525	4.384152630139786	4.354859850873818	4.44273818867172	194487930.0	627059213.0	248900.0	-87290260.99999999	128.54934692382812	4.372032165527344	4.267732609980173	0.13549815706084356	2.9527
2016-07-12	4.569673565490912	4.364624110629141	4.345095591118496	4.462266708182366	125464901.0	670206176.0	141900.0	-17148525.0	129.11441040039062	4.391250133514404	4.269234803788684	0.13827298931048304	2.9527
2016-07-13	4.550145045980267	4.4720309679376875	4.413445409405752	4.4720309679376875	95768088.0	664774860.0	141900.0	-10102275.0	129.3969268798828	4.4008588790893555	4.2741169336663445	0.1396501579274565	2.9527
2016-07-14	4.47203148178621	4.47203148178621	4.324925183043243	4.364153529374701	91654665.0	608772308.0	150000.0	-71265597.0	125.72409057617188	4.381189346313477	4.274474382839456	0.1305320737627671	2.9527
2016-07-15	4.364153529374701	4.344539356208972	4.285696836711785	4.315118096460379	67457177.0	606214742.0	134200.0	-69119359.0	124.31146240234375	4.331962585449219	4.2718192084671704	0.11798907216179444	2.9527
2016-07-18	4.344539356208972	4.315118096460379	4.29550392329465	4.305311009877514	41026856.0	606075409.0	133900.0	-160665.0	124.02893829345703	4.322116851806641	4.272917871430489	0.10603499765115387	2.9527
2016-07-19	4.334732269626108	4.305311009877514	4.207240144048869	4.266082663546056	69697800.0	608807535.0	151900.0	-88761356.0	122.89883422851562	4.282735347747803	4.277765430172386	0.09233156694371214	2.9527
2016-07-20	4.29550392329465	4.2562755769631915	4.236661403797463	4.266082663546056	41128085.0	615759537.0	180900.0	-6901909.000000001	122.89883422851562	4.282735347747803	4.284115182722795	0.08054304924479183	2.9527
2016-07-21	4.275889750128921	4.266082663546056	4.158204711134547	4.246468490380328	77086228.0	615368616.0	181900.0	-32594480.0	122.33377838134766	4.263044834136963	4.280697381146532	0.06882449821110814	2.9527
2016-07-22	4.226854317214598	4.226854317214598	4.1483976245516825	4.158204711134547	63979094.99999999	621638246.0	181900.0	-57904387.0	119.79104614257812	4.174436569213867	4.26637384978749	0.051817987253874875	2.9527
2016-07-25	4.168011797717411	4.118976364803089	4.089555105054496	4.128783451385953	47088162.0	625054617.0	181900.0	-9471881.0	118.94346618652344	4.144900321960449	4.25617640984483	0.03555628430454316	2.9527
2016-07-26	4.197433057466005	4.128783451385953	4.128783451385953	4.18762597088314	37179484.0	615455842.0	181900.0	-13191457.0	120.63862609863281	4.203972339630127	4.25087098289388	0.027104424183850284	2.9527
2016-07-27	4.197433057466005	4.18762597088314	3.932641719728663	4.001291325808715	85953718.0	594742702.0	180800.0	-9479166.0	115.2706298828125	4.016910552978516	4.243280968702343	0.005309411955901844	2.9527
2016-07-28	4.040519672140173	4.001291325808715	3.932641719728663	4.020905498974443	42142106.0	589911006.0	180800.0	-22678410.0	115.83567810058594	4.0366010665893555	4.234192055073645	-0.010262295057969162	2.9527
2016-07-29	4.079748018471631	4.020905498974443	3.9522558928943927	3.971870066060121	34243700.0	589402352.0	180800.0	-18175604.0	114.42304992675781	3.9873745441436768	4.22734819622934	-0.026257059645387493	2.9527
2016-08-01	3.9914842392258505	3.9816771526429853	3.8737992002314767	3.9130275465629345	37573734.0	585127997.0	180800.0	-12640001.0	112.72789764404297	3.92830228805542	4.2223721965316265	-0.043183334770401594	2.9527
2016-08-02	3.9424488063115275	3.922834633145799	3.8737992002314767	3.922834633145799	28242336.0	588898204.0	180800.0	-15054954.0	113.01042175292969	3.93814754486084	4.21514455330682	-0.055170211966916405	2.9527
2016-08-03	3.9522558928943927	3.922834633145799	3.8836062868143406	3.9130275465629345	25866974.0	588456723.0	180800.0	-10946303.0	112.72789764404297	3.92830228805542	4.207915262896339	-0.06471525129880984	2.9527
2016-08-04	4.011098412391579	3.922834633145799	3.8836062868143406	3.9816771526429853	40583450.0	590825980.0	150800.0	5625989.0	114.70557403564453	3.9972198009490967	4.201824148141965	-0.06597974087383474	2.9527
2016-08-05	3.9816771526429853	3.971870066060121	3.932641719728663	3.9424488063115275	24611390.0	586419039.0	150800.0	-1568925.9999999998	113.57546997070312	3.957838296890259	4.19760418690553	-0.06934785872829963	2.9527
2016-08-08	3.9816771526429853	3.9424488063115275	3.9130275465629345	3.971870066060121	28012111.0	585683413.0	159500.0	1630374.0	114.42304992675781	3.9873745441436768	4.1945158125825035	-0.06884941343514939	2.9527
2016-08-09	3.9914842392258505	3.971870066060121	3.971870066060121	3.9914842392258505	32128571.000000004	581749763.0	164500.0	-16895456.0	114.98810577392578	4.007065296173096	4.187299699657421	-0.06610962153202227	2.9527
2016-08-10	4.118976364803089	3.9914842392258505	3.9816771526429853	4.0993621916373595	72739440.0	630810814.0	205900.0	47366253.0	118.09588623046875	4.115364074707031	4.183481641843908	-0.05460402629837624	2.9527
2016-08-11	4.118976364803089	4.109169278220224	3.9914842392258505	4.011098412391579	50883321.0	613270499.0	190900.0	-22823964.0	115.55315399169922	4.0267558097839355	4.169508951151874	-0.05200838819135445	2.9527
2016-08-12	4.030712585557309	4.011098412391579	3.9522558928943927	4.020905498974443	38899457.0	607089770.0	169900.0	-12785012.0	115.83567810058594	4.0366010665893555	4.145773647890192	-0.048599748714099	2.9527
2016-08-15	4.089555105054496	4.011098412391579	3.9816771526429853	4.069940931888767	62768003.0	608024215.0	209800.0	482470.0	117.2483139038086	4.0858283042907715	4.132561937216463	-0.04146366047278072	2.9527
2016-08-16	4.0993621916373595	4.060133845305901	4.050326758723037	4.079748018471631	55262689.0	606041697.0	211600.0	-13358350.0	117.53083801269531	4.095673561096191	4.1186007768241515	-0.03461785610647361	2.9527
2016-08-17	4.079748018471631	4.069940931888767	4.001291325808715	4.030712585557309	40626146.0	603990755.0	173400.0	-40184942.0	116.11820983886719	4.046446800231934	4.102002541338573	-0.032771487150464296	2.9527
2016-08-18	4.050326758723037	4.020905498974443	4.001291325808715	4.020905498974443	35206103.0	607868865.0	207900.0	-5861946.0	115.83567810058594	4.0366010665893555	4.084651561763064	-0.03173376923825888	2.9527
2016-08-19	4.030712585557309	4.011098412391579	3.971870066060121	4.011098412391579	38793738.0	620828715.0	117300.0	6523916.0	115.55315399169922	4.0267558097839355	4.071072518802174	-0.03134143568130909	2.9527
2016-08-22	4.020905498974443	4.011098412391579	3.971870066060121	3.9816771526429853	26588401.0	629051706.0	112200.0	1824310.0	114.70557403564453	3.9972198009490967	4.058247867116889	-0.03302387956186248	2.9527
2016-08-23	4.001291325808715	3.971870066060121	3.962062979477257	3.9816771526429853	23977668.0	625692940.0	95600.0	-5399838.999999999	114.70557403564453	3.9972198009490967	4.045800411069407	-0.03396569309150532	2.9527
2016-08-24	3.9914842392258505	3.971870066060121	3.962062979477257	3.971870066060121	17580600.0	620497002.0	90600.0	-3347928.9999999995	114.42304992675781	3.9873745441436768	4.034484541935333	-0.03509883945220604	2.9527
2016-08-25	3.962062979477257	3.962062979477257	3.9032204599800697	3.932641719728663	30663570.0	627058894.0	132300.0	12982884.0	113.2929458618164	3.947993040084839	4.021659890250048	-0.03871597218344469	2.9527
2016-08-26	3.962062979477257	3.9424488063115275	3.932641719728663	3.932641719728663	16776979.999999998	620312552.0	96800.0	-1932203.0	113.2929458618164	3.947993040084839	4.009589629840369	-0.04110870042377757	2.9527
2016-08-29	3.9522558928943927	3.922834633145799	3.9130275465629345	3.922834633145799	22616606.0	623284791.0	96800.0	-19132645.0	83.38926696777344	3.93814754486084	4.00053693453311	-0.04329720153123251	2.9527
2016-08-30	3.9424488063115275	3.932641719728663	3.9032204599800697	3.9130275465629345	20022710.0	618807645.0	80800.0	-11519262.000000002	83.18079376220703	3.8903539180755615	3.9922386305014546	-0.04530075544218892	2.9527
2016-08-31	3.971870066060121	3.922834633145799	3.8934133733972054	3.962062979477257	31323169.0	618035053.0	124300.0	-1106431.0	84.22315979003906	3.939105272293091	3.983563130831998	-0.042442585020944	2.9527
2016-09-01	3.971870066060121	3.971870066060121	3.922834633145799	3.922834633145799	20623843.0	612017701.0	125800.0	5066367.0	83.38926696777344	3.900104284286499	3.980545565729578	-0.04284892830115661	2.9527
2016-09-02	3.9522558928943927	3.9130275465629345	3.9130275465629345	3.922834633145799	20974343.0	612878719.0	124300.0	-2976604.0	83.38926696777344	3.900104284286499	3.9767736093515533	-0.042678981545754446	2.9527
2016-09-05	3.962062979477257	3.922834633145799	3.922834633145799	3.932641719728663	28735665.000000004	616320023.0	222100.0	-10212041.0	83.59774017333984	3.9098544120788574	3.9752648268003434	-0.04127713052513071	2.9527
2016-09-06	3.9424488063115275	3.932641719728663	3.8934133733972054	3.9424488063115275	27148490.000000004	613095432.0	144000.0	-2397845.0	83.80621337890625	3.919604778289795	3.9763964137137506	-0.0389260878553519	2.9527
2016-09-07	3.971870066060121	3.9522558928943927	3.922834633145799	3.9424488063115275	38773932.0	616320764.0	164400.0	7962767.0	83.80621337890625	3.919604778289795	3.9771508049893565	-0.03664050071686065	2.9527
2016-09-08	3.9424488063115275	3.9424488063115275	3.9032204599800697	3.9130275465629345	24469091.0	618356428.0	106300.0	-15907904.0	83.18079376220703	3.8903539180755615	3.977150804989356	-0.03677923805876482	2.9527
2016-09-09	3.9424488063115275	3.922834633145799	3.9032204599800697	3.9032204599800697	23382980.0	609073471.0	28800.0	-3894568.0	82.97232055664062	3.880603790283203	3.9741332398869362	-0.03725113048357587	2.9527
2016-09-12	3.8934133733972054	3.8836062868143406	3.765921247819967	3.7953425075685603	48619402.0	612750982.0	32300.0	-25752480.0	80.67911529541016	3.773350954055786	3.968475305319899	-0.04580198108873512	2.9527
2016-09-13	3.8149566807342894	3.7953425075685603	3.7561141612371025	3.7757283344028316	24634750.0	608233849.0	137800.0	-13835393.999999998	80.26216888427734	3.753850221633911	3.96093139256385	-0.05354406895398878	2.9527
2016-09-14	3.765921247819967	3.7266929014885086	3.7070787283227795	3.7266929014885086	22808206.0	596283857.0	62800.0	-6602002.0	79.21980285644531	3.705099105834961	3.950747110343183	-0.0629112769560689	2.9527
2016-09-19	3.765921247819967	3.7266929014885086	3.7266929014885086	3.7561141612371025	15652163.0	590285438.0	84800.0	804218.9999999999	79.84522247314453	3.7343497276306152	3.937545263020096	-0.06718632487568943	2.9527
2016-09-20	3.7757283344028316	3.7757283344028316	3.7463070746542377	3.7561141612371025	10937931.0	590837848.0	146800.0	2339451.0	79.84522247314453	3.7343497276306152	3.927738176437231	-0.06977006526997132	2.9527
2016-09-21	3.785535420985696	3.765921247819967	3.7463070746542377	3.7561141612371025	12893857.0	590255593.0	146800.0	1951827.0	79.84522247314453	3.7343497276306152	3.9175538942165646	-0.07099926284076252	2.9527
2016-09-22	3.785535420985696	3.765921247819967	3.7561141612371025	3.765921247819967	19738448.0	594509412.0	125700.0	-3528791.0	80.05369567871094	3.7441000938415527	3.9058608294446873	-0.07037086926892355	2.9527
2016-09-23	3.7757283344028316	3.7757283344028316	3.7266929014885086	3.7463070746542377	19328193.0	605502352.0	125700.0	22569759.0	79.63674926757812	3.724599599838257	3.893036177759403	-0.07064125428119983	2.9527
2016-09-26	3.7561141612371025	3.7561141612371025	3.618814949076999	3.628622035659864	29277882.0	604334640.0	125700.0	-10842298.0	77.13507080078125	3.6075963973999023	3.877571156609501	-0.07943604617035493	2.9527
2016-09-27	3.6384291222427283	3.628622035659864	3.5795866027455414	3.618814949076999	21629327.0	597502145.0	126700.0	-8649546.0	76.92659759521484	3.597846269607544	3.862106135459599	-0.08620363024202549	2.9527
2016-09-28	3.687464555157051	3.6384291222427283	3.5992007759112705	3.6384291222427283	21943287.0	592462553.0	126700.0	12062291.0	77.34354400634766	3.61734676361084	3.847772701223105	-0.08895882753576112	2.9527
2016-09-29	3.6776574685741865	3.648236208825593	3.628622035659864	3.6384291222427283	13835246.0	589537827.0	126700.0	-4577803.0	77.34354400634766	3.61734676361084	3.8345708539000185	-0.0901036820817267	2.9527
2016-09-30	3.6580432954084574	3.648236208825593	3.618814949076999	3.6384291222427283	13183104.999999998	577779119.0	125700.0	-2122532.0	77.34354400634766	3.61734676361084	3.8213690065769317	-0.08997382530626696	3.3166
2016-10-10	3.7168858149056443	3.667850381991322	3.667850381991322	3.7070787283227795	24146657.0	581767941.0	144500.0	3502802.0	78.8028564453125	3.685598611831665	3.811184724356264	-0.08337042107630177	3.3166
2016-10-11	3.7266929014885086	3.7168858149056443	3.687464555157051	3.7168858149056443	23736000.0	575420050.0	144500.0	-11844602.0	79.0113296508789	3.6953487396240234	3.8028864203246098	-0.07646439181172715	3.3166
2016-10-12	3.7070787283227795	3.7070787283227795	3.6776574685741865	3.687464555157051	22466893.0	576652354.0	144500.0	-311775.0	78.38591003417969	3.66609787940979	3.7934565293795477	-0.07252929112214224	3.3166
2016-10-13	3.6972716417399156	3.6972716417399156	3.6580432954084574	3.6776574685741865	20823259.0	586835265.0	141700.0	-2950147.0	78.17743682861328	3.6563477516174316	3.784026638434485	-0.06940202209136093	3.3166
2016-10-14	3.6776574685741865	3.6776574685741865	3.628622035659864	3.648236208825593	19649018.0	587573310.0	129000.0	-1493227.0	77.55201721191406	3.6270968914031982	3.7738423562138186	-0.06850797138233045	3.3166
2016-10-17	3.6972716417399156	3.667850381991322	3.6384291222427283	3.6580432954084574	25587899.0	585037569.0	204000.0	1294139.0000000002	77.76049041748047	3.6368472576141357	3.762149291441941	-0.06624445498679465	3.3166
2016-10-18	3.687464555157051	3.6384291222427283	3.6384291222427283	3.687464555157051	22180927.0	587140282.0	209000.0	7697068.0	78.38591003417969	3.66609787940979	3.7530965961346823	-0.061369127061780215	3.3166
2016-10-19	3.971870066060121	3.687464555157051	3.6776574685741865	3.863992113648612	124894644.0	622914745.0	327200.0	33914452.0	82.138427734375	3.8416025638580322	3.7508334223078674	-0.0427680919467095	3.3166
2016-10-20	3.844377940482883	3.844377940482883	3.7757283344028316	3.8149566807342894	64062232.99999999	624376383.0	201000.0	-34386136.0	81.09606170654297	3.792851448059082	3.7463070746542373	-0.031618904189358865	3.3166
2016-10-21	3.8247637673171537	3.8149566807342894	3.7463070746542377	3.785535420985696	36577225.0	629572129.0	189100.0	-9520973.0	80.47064208984375	3.7636005878448486	3.7402719444493973	-0.02487045126323828	3.3166
2016-10-24	3.8051495941514246	3.785535420985696	3.7266929014885086	3.8051495941514246	44874948.0	634818553.0	189100.0	-9011620.0	80.88758850097656	3.7831010818481445	3.734991205520163	-0.01773511448723708	3.3166
2016-10-25	3.8345708539000185	3.8051495941514246	3.7757283344028316	3.8149566807342894	36181951.0	628755860.0	189100.0	-6220275.0	81.09606170654297	3.792851448059082	3.7312192491421383	-0.011160309656269352	3.3166
2016-10-26	3.8247637673171537	3.8247637673171537	3.7757283344028316	3.785535420985696	30791320.0	631224989.0	204100.0	-8001373.0	80.47064208984375	3.7636005878448486	3.726692901488508	-0.008228921353760743	3.3166
2016-10-27	3.7953425075685603	3.785535420985696	3.7266929014885086	3.7561141612371025	25711044.0	641491328.0	189200.0	-29442253.999999996	79.84522247314453	3.7343497276306152	3.7251841189372987	-0.008185467804916247	3.3166
2016-10-28	3.7561141612371025	3.7463070746542377	3.7266929014885086	3.7463070746542377	19022816.0	640849954.0	189200.0	773640.9999999999	79.63674926757812	3.724599599838257	3.7240525320238906	-0.008840473010524708	3.3166
2016-10-31	3.7757283344028316	3.7463070746542377	3.7070787283227795	3.765921247819967	35524949.0	657150069.0	276000.0	9423645.0	92.14557647705078	3.6362385749816895	3.7255613145751005	-0.007688244209554718	3.3166
2016-11-01	3.7757283344028316	3.765921247819967	3.7364999880713734	3.765921247819967	28856996.000000004	656218304.0	189100.0	-10479064.0	92.14557647705078	3.6362385749816895	3.7259385102129032	-0.006697885528344383	3.3166
2016-11-02	3.7953425075685603	3.7561141612371025	3.7266929014885086	3.7757283344028316	43887660.0	664286620.0	239100.0	-13131181.999999998	92.38553619384766	3.6457080841064453	3.726692901488508	-0.005063302611630238	3.3166
2016-11-03	3.785535420985696	3.7561141612371025	3.7364999880713734	3.765921247819967	36184165.0	667855876.0	168100.0	5399640.000000001	92.14557647705078	3.6362385749816895	3.7270700971263104	-0.004507276719258879	3.3166
2016-11-04	3.765921247819967	3.765921247819967	3.7364999880713734	3.7364999880713734	22552313.0	670855903.0	93100.0	-7742431.0	91.42568969726562	3.60783052444458	3.7259385102129032	-0.006367274000401935	3.3166
2016-11-07	3.863992113648612	3.7364999880713734	3.7168858149056443	3.8149566807342894	83490447.0	679063981.0	274900.0	63346101.0	93.34539031982422	3.6835856437683105	3.7285788796775208	-0.0014933217546779787	3.3166
2016-11-08	3.8051495941514246	3.8051495941514246	3.765921247819967	3.7757283344028316	37810234.0	664057547.0	196900.0	-11477070.000000002	92.38553619384766	3.6457080841064453	3.734236814244557	-0.0007870070614814928	3.3166
2016-11-09	3.8051495941514246	3.7757283344028316	3.7364999880713734	3.8051495941514246	47597508.0	667700479.0	196900.0	17465386.0	93.10542297363281	3.6741161346435547	3.7414035313628045	0.0021223372172514132	3.3166
2016-11-10	3.9424488063115275	3.8836062868143406	3.8541850270657476	3.863992113648612	117250683.0	669774875.0	265300.0	64292846.0	94.54519653320312	3.7309324741363525	3.7500790310322616	0.009071541985638643	3.3166
2016-11-11	4.246468490380328	3.863992113648612	3.844377940482883	4.246468490380328	322766725.0	769777790.0	352700.0	545621523.0	103.90373229980469	4.100237846374512	3.773465160576016	0.04492363227581464	3.3166
2016-11-14	4.393574789123295	4.266082663546056	4.1483976245516825	4.324925183043243	363927812.0	824007309.0	245800.0	-36147911.0	105.82343292236328	4.175992965698242	3.7998688552221895	0.07875958012554962	3.3166
2016-11-15	4.29550392329465	4.266082663546056	4.138590537968818	4.168011797717411	161180525.0	826481020.0	238100.0	-86780303.0	101.98403930664062	4.024482727050781	3.817597050198906	0.0918543737125912	3.3166
2016-11-16	4.207240144048869	4.1483976245516825	4.050326758723037	4.089555105054496	120668452.0	754906730.0	276400.0	-156276464.0	100.06433868408203	3.94872784614563	3.8319304844354014	0.09480840034228999	3.3166
2016-11-17	4.177818884300276	4.089555105054496	4.069940931888767	4.118976364803089	85681386.0	731616995.0	272400.0	-24793532.0	100.78422546386719	3.9771361351013184	3.8485270924987107	0.09838936613932336	3.3166
2016-11-18	4.1483976245516825	4.1483976245516825	4.020905498974443	4.079748018471631	95962368.0	699772256.0	82400.0	-95318048.0	99.82437133789062	3.939258575439453	3.863992113648612	0.09694439301210345	3.3166
2016-11-21	4.1483976245516825	4.050326758723037	4.020905498974443	4.069940931888767	79736381.0	704828821.0	334100.0	-3613712.0	99.58441162109375	3.9297893047332764	3.8802115260741195	0.09392518045838916	3.3166
2016-11-22	4.177818884300276	4.069940931888767	4.069940931888767	4.138590537968818	108529837.99999999	709737262.0	342600.0	60191397.0	101.26414489746094	3.996074914932251	3.898694112326441	0.09596564996305101	3.3166
2016-11-23	4.128783451385953	4.128783451385953	4.040519672140173	4.050326758723037	68752029.0	678571662.0	116200.0	-41492515.99999999	99.10448455810547	3.9108505249023438	3.912650350925132	0.08942969752729013	3.3166
2016-11-24	4.285696836711785	4.069940931888767	4.069940931888767	4.18762597088314	181000440.0	733109828.0	627100.0	129529266.0	102.46395874023438	4.043421745300293	3.9250978069726137	0.09424243892483775	3.3166
2016-11-25	4.246468490380328	4.207240144048869	4.060133845305901	4.138590537968818	86015059.0	702654326.0	246200.0	-43626652.0	101.26414489746094	3.996074914932251	3.9375452630200964	0.09302745888787323	3.3166
2016-11-28	4.29550392329465	4.128783451385953	4.109169278220224	4.226854317214598	147016366.0	710022531.0	749200.0	77730271.0	103.42381286621094	4.081299304962158	3.9545190667212085	0.0980563947088573	3.3166
2016-11-29	4.197433057466005	4.18762597088314	4.079748018471631	4.089555105054496	118779136.00000001	692711270.0	352100.0	-118691688.0	100.06433868408203	3.94872784614563	3.9654577402174804	0.08992634864461824	3.3166
2016-11-30	4.060133845305901	4.050326758723037	3.962062979477257	3.9914842392258505	89873933.0	714566966.0	178600.0	-86999277.0	97.66471099853516	3.854034185409546	3.972247261697925	0.07470853580858883	3.3166
2016-12-01	4.030712585557309	4.001291325808715	3.9914842392258505	4.020905498974443	38122041.0	708009569.0	174600.0	-5930439.0	98.38459777832031	3.8824422359466553	3.9812999570051844	0.0642813637282984	3.3166
2016-12-02	4.020905498974443	4.020905498974443	3.9032204599800697	3.922834633145799	54435047.0	701438354.0	108300.0	-40354682.0	95.98497772216797	3.7877485752105713	3.9877122828478266	0.047556058827457726	3.3166
2016-12-05	3.932641719728663	3.8737992002314767	3.8541850270657476	3.9130275465629345	32044652.0	697407117.0	106200.0	-20360727.0	95.74501037597656	3.7782793045043945	3.994124608690468	0.03312790638483243	3.3166
2016-12-06	3.962062979477257	3.932641719728663	3.8934133733972054	3.9032204599800697	25189796.0	686774712.0	192000.0	-8012186.0	95.50505065917969	3.7688097953796387	3.9994053476197036	0.02066394065383248	3.3166
2016-12-07	4.020905498974443	3.9032204599800697	3.8934133733972054	4.001291325808715	63205843.00000001	690908566.0	621400.0	18104710.0	97.90467071533203	3.8635036945343018	4.0084580429269625	0.018486555766543677	3.3166
2016-12-08	4.069940931888767	3.971870066060121	3.9522558928943927	3.971870066060121	46714177.0	691260705.0	297200.0	-28060315.999999996	97.18478393554688	3.8350954055786133	4.016001955683013	0.014222959356197773	3.3166
2016-12-09	3.9914842392258505	3.9522558928943927	3.932641719728663	3.9816771526429853	32341465.999999996	675397978.0	251000.0	3576259.9999999995	97.42475128173828	3.844564914703369	4.024300259714666	0.011502781504489246	3.3166
2016-12-12	3.9816771526429853	3.971870066060121	3.8149566807342894	3.8247637673171537	49655078.0	659852345.0	151200.0	-29319916.0	93.5853500366211	3.6930549144744873	4.027695020454889	-0.003276804889701168	3.3166
2016-12-13	3.9130275465629345	3.8051495941514246	3.765921247819967	3.8541850270657476	31362864.0	667485942.0	309900.0	-4001352.9999999995	94.30523681640625	3.7214629650115967	4.029203803006099	-0.012471915333812866	3.3166
2016-12-14	3.8541850270657476	3.8247637673171537	3.7953425075685603	3.8149566807342894	23608015.0	660899824.0	197200.0	-5850623.000000001	93.34539031982422	3.6835856437683105	4.030712585557308	-0.022663258376764972	3.3166
2016-12-15	3.863992113648612	3.7953425075685603	3.7953425075685603	3.844377940482883	24026648.0	658454956.0	314700.0	5728221.999999999	94.06527709960938	3.71199369430542	4.032221368108519	-0.028042663021620395	3.3166
2016-12-16	3.8541850270657476	3.8247637673171537	3.8051495941514246	3.8345708539000185	15965847.0	656236894.0	316100.0	-2588638.0000000005	93.82530975341797	3.702524185180664	4.03108978119511	-0.032720053476232636	3.3166
2016-12-19	3.8345708539000185	3.8345708539000185	3.7561141612371025	3.7757283344028316	27058031.0	644133650.0	290700.0	-27421797.0	92.38553619384766	3.6457080841064453	4.012984390580591	-0.04070578768430888	3.3166
2016-12-20	3.7953425075685603	3.7561141612371025	3.7168858149056443	3.7757283344028316	28389130.0	637537121.0	289300.0	-1974766.0	92.38553619384766	3.6457080841064453	3.9918614348636527	-0.046498533429276456	3.3166
2016-12-21	3.7953425075685603	3.7463070746542377	3.7463070746542377	3.785535420985696	23416367.0	636954894.0	289300.0	3794532.0	92.62550354003906	3.655177354812622	3.977150804989356	-0.049724779930213625	3.3166
2016-12-22	3.785535420985696	3.785535420985696	3.7463070746542377	3.765921247819967	17465063.0	633719268.0	288400.0	-5461952.0	92.14557647705078	3.6362385749816895	3.9647033489418737	-0.05325046516291243	3.3166
2016-12-23	3.8149566807342894	3.785535420985696	3.7757283344028316	3.785535420985696	31259068.0	628701374.0	318400.0	-6165469.000000001	92.62550354003906	3.655177354812622	3.951878697256589	-0.05384124786860989	3.3166
2016-12-26	3.765921247819967	3.7561141612371025	3.6972716417399156	3.7561141612371025	23499953.0	625465962.0	318400.0	-12815947.000000002	91.9056167602539	3.6267693042755127	3.9394312412091077	-0.056037531417193254	3.3166
2016-12-27	3.7561141612371025	3.7561141612371025	3.7070787283227795	3.7266929014885086	21061251.0	619148833.0	318400.0	-12268321.0	91.18572998046875	3.5983612537384033	3.9262293938860204	-0.05946665712418131	3.3166
2016-12-28	3.7463070746542377	3.7266929014885086	3.6972716417399156	3.7070787283227795	15594479.999999998	616610413.0	288400.0	-3887534.9999999995	90.70580291748047	3.5794224739074707	3.9096327858227116	-0.0630402747582699	3.3166
2016-12-29	3.7070787283227795	3.7070787283227795	3.648236208825593	3.667850381991322	24370099.0	617996216.0	298900.0	-11993107.0	89.7459487915039	3.5415449142456055	3.8949221559484153	-0.06825103671730703	3.3166
2016-12-30	3.687464555157051	3.667850381991322	3.6384291222427283	3.648236208825593	19668687.0	608505707.0	217400.0	-14742161.000000002	89.26602935791016	3.522606134414673	3.874176395869279	-0.07312041631988953	3.3166
2017-01-03	3.687464555157051	3.648236208825593	3.6384291222427283	3.6776574685741865	19399830.0	610170730.0	217400.0	-11461581.000000002	89.98591613769531	3.5510144233703613	3.856448200892562	-0.07375518114174273	3.3166
2017-01-04	3.7266929014885086	3.6776574685741865	3.6580432954084574	3.7266929014885086	29505081.0	616765967.0	267400.0	7467963.999999999	91.18572998046875	3.5983612537384033	3.8372112233646356	-0.0695003306569606	3.3166
2017-01-05	3.7463070746542377	3.7070787283227795	3.6972716417399156	3.7266929014885086	23627231.0	609224208.0	266100.0	-3035179.0	91.18572998046875	3.5983612537384033	3.8232549847659434	-0.06537473177963049	3.3166
2017-01-06	3.7364999880713734	3.7168858149056443	3.6776574685741865	3.6972716417399156	27938643.0	601579256.0	226100.0	-26047027.0	90.46583557128906	3.569952964782715	3.81193911563187	-0.06374440885819554	3.3166
