Date	HIGH	OPEN	LOW	CLOSE	VOLUME	MFD_NETBUYAMT	MFD_NETBUYAMT_A	PE_TTM	BOLL	MACD	YOYEPS_BASIC	YOY_EQUITY	MFD_BUYVOL_M
2016-06-30	9.393380928929835	9.373542743229876	9.244594536180154	9.314028186130006	3730433.0	-1636646.0	-1636646.0	33.15658187866211	9.020270436342173	0.07514550579012536	5.555555555555561	54.00638810647427	-111634.99999999999
2016-07-01	9.442976393179727	9.314028186130006	9.244594536180154	9.323947278979984	3867028.0	0.0	0.0	33.19189453125	9.049646211320956	0.07621167137914853	5.555555555555561	54.00638810647427	-182748.0
2016-07-04	9.621520064479343	9.304109093280026	9.274351814730089	9.621520064479343	8419899.0	-2201968.0	-10471.999999999998	34.2512092590332	9.08932258272087	0.09991647720663188	5.555555555555561	54.00638810647427	1602661.0
2016-07-05	9.700872807279174	9.621520064479343	9.482652764579644	9.621520064479343	5496193.0	179312.0	1210033.0	34.2512092590332	9.129380457691939	0.11734996921156338	5.555555555555561	54.00638810647427	314210.0
2016-07-06	10.18690835692813	9.700872807279174	9.562005507379473	10.04804105702843	11454793.0	2341757.0	3548120.0	35.769561767578125	9.185842986222585	0.16369583307448288	5.555555555555561	54.00638810647427	1570562.0
2016-07-07	10.1075556141283	9.998445592778536	9.829821014328898	9.978607407078579	6592128.0	0.0	0.0	35.52238845825195	9.23925348618401	0.19260234883348382	5.555555555555561	54.00638810647427	102557.0
2016-07-08	10.008364685628514	9.998445592778536	9.800063735778963	9.809982828628941	4599641.0	-1665308.0	-1311083.0000000002	34.9221076965332	9.26977377187625	0.1996034720294979	5.555555555555561	54.00638810647427	-750327.0
2016-07-11	9.88933557142877	9.809982828628941	9.66119643587926	9.700872807279174	5201098.0	310590.0	140012.0	34.53369140625	9.293808496858894	0.19411006574172873	5.555555555555561	54.00638810647427	-533201.0
2016-07-12	9.760387364379046	9.690953714429195	9.383461836079857	9.591762785929408	7721335.000000001	-1162799.0	-1162799.0	34.14527893066406	9.313265178987697	0.17889010109814762	5.555555555555561	54.00638810647427	-1597114.0
2016-07-13	9.859578292878833	9.671115528729239	9.542167321679514	9.859578292878833	8040131.0	-1812019.0	-1919511.0	35.09865951538086	9.342259450395328	0.18629119372836556	5.555555555555561	54.00638810647427	-642003.0
2016-07-14	9.839740107178876	9.839740107178876	9.671115528729239	9.800063735778963	4945942.0	1185600.0	1130272.0	34.88679885864258	9.361716132524133	0.18521919401212728	5.555555555555561	54.00638810647427	-388514.0
2016-07-15	9.809982828628941	9.809982828628941	9.621520064479343	9.651277343029282	4094849.0	-402047.0	-336186.0	34.357139587402344	9.380409807510633	0.17039954815741076	5.555555555555561	54.00638810647427	-1004237.9999999999
2016-07-18	9.73063008582911	9.73063008582911	9.532248228829536	9.681034621579217	3290837.9999999995	0.0	0.0	34.463069915771484	9.402537014637506	0.15922063931616215	5.555555555555561	54.00638810647427	-176300.0
2016-07-19	9.770306457229024	9.681034621579217	9.621520064479343	9.750468271529067	4256825.0	-1205789.0	-1205789.0	34.71024703979492	9.445646918177799	0.15418662139589934	5.555555555555561	54.00638810647427	-292138.0
2016-07-20	9.790144642928981	9.790144642928981	9.631439157329323	9.66119643587926	3507560.0	0.0	0.0	34.392452239990234	9.485704793148866	0.14136407777239413	5.555555555555561	54.00638810647427	-385700.0
2016-07-21	9.829821014328898	9.621520064479343	9.621520064479343	9.750468271529067	5794503.0	3811757.0	1871275.0	34.71024703979492	9.519277107410334	0.13682833871439115	5.555555555555561	54.00638810647427	675527.0
2016-07-22	9.809982828628941	9.790144642928981	9.621520064479343	9.641358250179303	4446992.0	-1455065.0	-1455065.0	34.32183074951172	9.553612428814105	0.12301146636794869	5.555555555555561	54.00638810647427	-234119.99999999997
2016-07-25	9.9686883142286	9.690953714429195	9.621520064479343	9.73063008582911	9089366.0	1202756.0	1171820.0	34.78657531738281	9.594051807356326	0.1179058414034202	5.555555555555561	54.00638810647427	-525155.0
2016-07-26	9.919092849978705	9.750468271529067	9.720710992979132	9.909173757128727	8054723.0	-3572049.0	-853251.0000000001	35.42485809326172	9.617705028767814	0.12680485156162646	5.555555555555561	54.00638810647427	-317836.0
2016-07-27	9.958769221378619	9.94885012852864	9.254513629030132	9.284270907580067	10943860.0	-3238175.0	-2955533.0	33.190860748291016	9.619231043052427	0.08248214102002294	5.555555555555561	54.00638810647427	-1957746.0
2016-07-28	9.462814578879684	9.304109093280026	9.234675443330175	9.35370455752992	5202823.0	-1005153.0	-798168.0	33.439083099365234	9.609311950202446	0.05235526989630479	5.555555555555561	54.00638810647427	-103320.0
2016-07-29	9.462814578879684	9.363623650379898	9.244594536180154	9.294190000430046	4889431.0	-2109801.0	-1716999.0000000002	33.226318359375	9.60358939663515	0.023407354690025528	5.555555555555561	54.00638810647427	-1189851.0
2016-08-01	9.284270907580067	9.26443272188011	8.748639893681219	8.927183564980835	6592314.0	-933065.0	-932159.9999999999	31.914287567138672	9.592907296642865	-0.028816252982521107	5.555555555555561	54.00638810647427	-695260.0
2016-08-02	9.006536307780665	8.8974262864309	8.887507193580921	8.996617214930687	3046797.0	0.0	0.0	32.16250991821289	9.579173168081358	-0.06386492790965903	5.555555555555561	54.00638810647427	-175714.0
2016-08-03	9.0362935863306	8.927183564980835	8.927183564980835	9.0362935863306	2465601.0	0.0	0.0	32.304351806640625	9.565057535948695	-0.08743184384734093	5.555555555555561	54.00638810647427	425220.0
2016-08-04	9.046212679180579	9.0362935863306	8.907345379280878	9.006536307780665	2720128.0	175630.0	175630.0	32.19797134399414	9.551704910958339	-0.10727337748515176	5.555555555555561	54.00638810647427	-391545.0
2016-08-05	9.204918164780238	9.006536307780665	8.986698122080707	9.19499907193026	4247192.0	100280.0	1104000.0	32.8717155456543	9.547126868104503	-0.10656218330927736	5.555555555555561	54.00638810647427	520297.99999999994
2016-08-08	9.274351814730089	9.165241793380325	9.046212679180579	9.204918164780238	3032615.0	0.0	0.0	32.90717697143555	9.542548825250666	-0.10399932937366074	5.555555555555561	54.00638810647427	-284098.0
2016-08-09	9.413219114629792	9.204918164780238	9.175160886230303	9.383461836079857	4992511.0	1014438.0	1014438.0	33.54546356201172	9.533392739542993	-0.08656341784608479	5.555555555555561	54.00638810647427	326200.0
