Date	HIGH	OPEN	LOW	CLOSE	VOLUME	MRG_LONG_BAL	MRG_SHORT_VOL_BAL	MFD_NETBUYAMT	PE_TTM	PB_LF	BOLL	MACD	ROE_AVG	TECH_REVS5	TECH_REVS10	TECH_TURNOVERRATEVOLATILITY20	TECH_TURNOVERRATE5	TECH_BULLPOWER	TECH_AD6
2016-06-30	9.078780890601246	9.032828998891768	9.019699886974774	9.052522666767258	8286233.0	1462020323.0	124100.0	8947040.0	6.495906352996826	1.5347756147384644	9.168469011075546	-0.047782567875508164	14.3287	1.00218023	1.00363901	0.23054015	0.0048456	-210.14941756	-0.019999999999999997
2016-07-01	9.078780890601246	9.065651778684252	9.000006219099284	9.019699886974774	8704393.0	1460965958.0	79700.0	-23755929.0	6.472353458404541	1.5292108058929443	9.168814320057816	-0.047427616504171155	14.3287	1.01477105	0.99493121	0.23263649	0.0043014	-209.98901551999998	-0.006666666666666658
2016-07-04	9.210072009771183	9.000006219099284	8.986877107182288	9.170684674020203	20200408.0	1451316072.0	87000.0	16163865.0	6.580697059631348	1.5548089742660522	9.175206077549847	-0.03456466456569274	14.3287	1.01822157	1.01012292	0.22506024	0.0052772	-210.18445609	0.09833333333333334
2016-07-05	9.216636565729681	9.190378341895693	9.13129733826922	9.177249229978699	13440792.000000002	1450011564.0	79000.0	-8813668.0	6.585407733917236	1.5559219121932983	9.182329000594752	-0.023569285625001157	14.3287	1.01895044	1.01011561	0.22307045	0.0055864	-210.53657594	0.06500000000000002
2016-07-06	9.19694289785419	9.164120118061707	9.091910002518238	9.183813785937197	13596871.0	1442962951.0	69500.0	12700433.0	6.590118408203125	1.5570348501205444	9.18013075393318	-0.014162408365660184	14.3287	1.01819505	1.00865177	0.21537674	0.005769	-210.90013516000002	0.08833333333333333
2016-07-07	9.216636565729681	9.190378341895693	9.091910002518238	9.15099100614471	12091444.0	1444505934.0	65900.0	-20540922.0	6.56656551361084	1.5514700412750244	9.179063505821192	-0.009249294275656794	14.3287	1.01087745	1.0130814	0.19890189	0.0061108	-211.04018915	0.05833333333333335
2016-07-08	9.157555562103209	9.157555562103209	9.098474558476736	9.118168226352228	8334672.0	1441346827.0	149200.0	-4028065.0000000005	6.543012619018555	1.5459052324295044	9.165245459948249	-0.00791292470966276	14.3287	1.01091703	1.02584934	0.17087474	0.0060776	-211.16009579	0.04000000000000001
2016-07-11	9.223201121688179	9.11160367039373	9.105039114435233	9.164120118061707	16803229.0	1449943680.0	154300.0	18234588.0	6.575986385345459	1.5536959171295166	9.155109525051264	-0.0031100577656371087	14.3287	0.99928418	1.01749271	0.14973604	0.0057726	-211.24792553999998	0.07
2016-07-12	9.466089692152565	9.15099100614471	9.15099100614471	9.439831468318577	32928948.0	1441516066.0	288500.0	40028518.0	6.773831367492676	1.6004403829574585	9.151269729173887	0.022682382256761002	14.3287	1.0286123	1.04810496	0.26330437	0.0075232	-212.01209541	0.09666666666666668
2016-07-13	9.564558031530018	9.466089692152565	9.407008688526092	9.446396024277073	26844142.0	1440570872.0	218800.0	-15978638.0	6.7785420417785645	1.6015533208847046	9.147443074902288	0.043155314005963064	14.3287	1.02859185	1.04730713	0.30077038	0.008713	-212.8574118	0.09500000000000001
2016-07-14	9.45296058023557	9.433266912360079	9.34792768489962	9.387315020650602	14344426.0	1446091773.0	211000.0	-31884986.0	6.736146450042725	1.5915367603302002	9.14038670907457	0.053990547263699895	14.3287	1.02582496	1.03698332	0.2999747	0.0089154	-213.67200307	0.05499999999999999
2016-07-15	9.498912471945049	9.400444132567594	9.380750464692104	9.45296058023557	12540499.0	1450208574.0	212600.0	4593088.0	6.783252716064453	1.6026663780212402	9.136094513777353	0.06710109605344883	14.3287	1.03671706	1.04803493	0.2975902	0.0092932	-214.38621772	0.09000000000000001
2016-07-18	9.531735251737533	9.45296058023557	9.36762135277511	9.413573244484589	14894794.0	1437424469.0	209100.0	-17905792.0	6.754989147186279	1.5959885120391846	9.138366860070679	0.07346619899344731	14.3287	1.02722063	1.02648533	0.29156943	0.0091216	-214.869377	0.07000000000000002
2016-07-19	9.459525136194067	9.439831468318577	9.321669461065632	9.36762135277511	13437297.0	1427869469.0	210500.0	-33627444.0	6.722014904022217	1.5881978273391724	9.15402080120248	0.07395020339419212	14.3287	0.99235049	1.02074392	0.29068821	0.0073708	-215.27417518000001	0.03166666666666667
2016-07-20	9.413573244484589	9.374185908733606	9.341363128941122	9.341363128941122	7869439.0	1429900086.0	207100.0	-5593033.0	6.70317268371582	1.5837459564208984	9.167402396040954	0.07139199863429546	14.3287	0.98888117	1.01715511	0.28949815	0.0056664	-215.50417619	-0.06
2016-07-21	9.51860613982054	9.32823401702413	9.32823401702413	9.433266912360079	16982678.0	1454582925.0	242400.0	21390291.000000004	6.769120693206787	1.5993274450302124	9.178006678743142	0.07590547906797518	14.3287	1.0048951	1.03084648	0.28371372	0.0059034	-215.8057109	-0.043333333333333335
2016-07-22	9.466089692152565	9.446396024277073	9.295411237231644	9.308540349148638	13345054.0	1450129593.0	212100.0	-28615021.0	6.679619789123535	1.5781811475753784	9.18911592728829	0.06862696463227635	14.3287	0.98472222	1.02087833	0.28385121	0.0059756	-215.84106717	-0.06666666666666667
2016-07-25	9.36762135277511	9.308540349148638	9.26258845743916	9.295411237231644	9697041.0	1433426573.0	201600.0	-23949507.0	6.670198440551758	1.5759552717208862	9.197952829540112	0.06109501459802402	14.3287	0.9874477	1.01432665	0.28320706	0.0055088	-215.90645955	-0.10333333333333333
2016-07-26	9.479218804069557	9.295411237231644	9.269153013397656	9.466089692152565	18550709.0	1448351252.0	147600.0	40308333.0	6.792673587799072	1.6048922538757324	9.212849321907472	0.06811304998256773	14.3287	1.01051156	1.00278164	0.28245244	0.005968	-216.26637913	-0.023333333333333327
2016-07-27	9.761494710284925	9.479218804069557	9.288846681273148	9.715542818575448	65643001.0	1484647006.0	351249.0	102065874.0	6.971676349639893	1.6471848487854004	9.237087682369612	0.09273468836051713	14.3287	1.04005622	1.02849201	0.5817684	0.0111574	-217.17108571	0.10833333333333334
2016-07-28	10.155368067794742	9.617074479197994	9.498912471945049	9.984689612873822	78298022.0	1516999634.0	217400.0	34236306.0	7.164810657501221	1.6928163766860962	9.27092039384802	0.13243873975894616	14.3287	1.05845511	1.06363636	0.83482391	0.016665	-218.66512208	0.25
2016-07-29	10.056899728417287	9.951866833081336	9.853398493703882	9.96499594499833	38906680.0	1502454300.0	166300.0	1038342.0	7.150678634643555	1.6894774436950684	9.30677296869827	0.1604656243031588	14.3287	1.07052186	1.05416667	0.84293616	0.018961	-220.54049804000002	0.20000000000000004
2016-08-01	9.94530227712284	9.886221273496368	9.577687143447012	9.663026370907472	33276327.0	1521151958.0	161700.0	-81220092.0	6.933991432189941	1.6382811069488525	9.336565953432988	0.15650660059347565	14.3287	1.03954802	1.0264993	0.84945591	0.021079	-221.12353565	0.16333333333333333
2016-08-02	9.833704825828391	9.676155482824466	9.597380811322502	9.8205757139114	27133534.999999996	1524763608.0	198083.0	-11901944.0	7.047045707702637	1.6649922132492065	9.367873835696589	0.1641892891449661	14.3287	1.03744799	1.04835319	0.84405356	0.02185	-222.20366671000002	0.2383333333333333
2016-08-03	9.899350385413362	9.781188378160417	9.695849150699956	9.754930154326429	21022066.0	1522249190.0	198083.0	-25490726.0	6.999939918518066	1.6538625955581665	9.396656888745381	0.16310070375095087	14.3287	1.00405405	1.04427266	0.83782002	0.017842	-222.6520712	0.1516666666666667
2016-08-04	9.971560500956826	9.715542818575448	9.649897258990478	9.951866833081336	30635040.999999996	1553233943.0	249300.0	2291824.0	7.1412577629089355	1.6872514486312866	9.432509463595634	0.1760991744255378	14.3287	0.99671269	1.05497564	0.8301541	0.0135608	-223.70725572	0.12
2016-08-05	10.017512392666305	9.919044053288852	9.846833937745386	9.866527605620876	27023284.000000004	1531627341.0	220800.0	-30320582.0	7.080019950866699	1.6727830171585083	9.463817345859237	0.1774686455620511	14.3287	0.99011858	1.05994358	0.81114528	0.0124936	-224.33476511	-0.041666666666666685
2016-08-08	10.13567439991925	9.879656717537872	9.814011157952901	10.056899728417287	33714385.0	1562333011.0	277900.0	34800880.0	7.21662712097168	1.7050589323043823	9.50370964745318	0.19170553849251348	14.3287	1.04076087	1.0819209	0.80854785	0.012533	-225.42458305	0.043333333333333335
2016-08-09	10.102851620126765	10.043770616500295	9.997818724790815	10.063464284375785	23366255.0	1554617213.0	269700.0	-19127644.0	7.221337795257568	1.7061718702316284	9.53804732477455	0.2011987891157183	14.3287	1.02473262	1.0631068	0.80662129	0.0121946	-226.58616920999998	0.1366666666666667
2016-08-10	10.070028840334281	10.05033517245879	9.85996304966238	9.886221273496368	25281253.0	1548111034.0	218500.0	-73176010.0	7.094151496887207	1.6761218309402466	9.565315480294458	0.19220461378892217	14.3287	1.01345895	1.01756757	0.80667776	0.0125772	-226.96334617	0.033333333333333326
2016-08-11	9.971560500956826	9.873092161579374	9.787752934118913	9.800882046035907	20875455.0	1562414594.0	263800.0	-11992433.0	7.032914161682129	1.6616533994674683	9.58904887491364	0.17615984159827391	14.3287	0.9848285	0.98159106	0.79903376	0.0117004	-227.09256337	0.026666666666666655
2016-08-12	10.004383280749312	9.774623822201919	9.774623822201919	9.978125056915324	26340242.0	1510827479.0	173000.0	18573044.0	7.160099983215332	1.6917033195495605	9.620861723020203	0.17572067517605916	14.3287	1.01131071	1.00131752	0.78510783	0.011639	-227.65036071999998	0.001666666666666659
2016-08-15	10.588628761055537	10.024076948624803	10.010947836707809	10.4573376418856	74096890.0	1529936953.0	381500.0	175286519.99999997	7.503973007202148	1.7729495763778687	9.672368239002257	0.21160186865855124	14.3287	1.03981723	1.08220109	0.90208312	0.0152662	-228.97279713	0.16166666666666665
2016-08-16	10.496724977636582	10.431079418051612	10.188190847587226	10.22101362737971	56993567.00000001	1597155030.0	230200.0	-211385066.0	7.334392070770264	1.7328829765319824	9.71301798936064	0.21845043939041986	14.3287	1.01565558	1.0407754	0.92161896	0.0182868	-230.17502295999998	0.02999999999999998
2016-08-17	10.358869302508145	10.227578183338208	10.161932623753238	10.280094631006182	28783808.0	1627461406.0	238500.0	-86498061.0	7.376787185668945	1.7428996562957764	9.745335803310166	0.22603967954781012	14.3287	1.03984064	1.0538358	0.88562452	0.0186014	-231.5040393	0.04333333333333333
2016-08-18	10.431079418051612	10.299788298881673	10.247271851213698	10.30635285484017	32029752.0	1660971523.0	257900.0	-9978396.0	7.395629405975342	1.7473515272140503	9.77841106602413	0.23150438778838556	14.3287	1.05157401	1.03562005	0.86856221	0.0196034	-232.4458793	0.105
2016-08-19	10.280094631006182	10.273530075047686	10.148803511836245	10.22101362737971	19453310.0	1657027946.0	239168.0	-33568271.0	7.334392070770264	1.7328829765319824	9.810476397052172	0.22633994005651203	14.3287	1.02434211	1.03592814	0.85501143	0.0189848	-233.27623625	0.12666666666666668
2016-08-22	10.2407072952552	10.181626291628728	10.070028840334281	10.089722508209771	18534297.0	1664580402.0	219568.0	-55692673.00000001	7.240180015563965	1.7106237411499023	9.834967240435796	0.20924098215551723	14.3287	0.9648462	1.00326371	0.83203155	0.013994	-233.38741223	0.03666666666666666
2016-08-23	10.194755403545722	10.089722508209771	10.05033517245879	10.13567439991925	14069160.0	1655676933.0	213568.0	-19381976.0	7.273154258728027	1.7184144258499146	9.862740361798668	0.1971255280713855	14.3287	0.99165061	1.00717547	0.84258267	0.0101384	-233.66347285	-0.06333333333333334
2016-08-24	10.194755403545722	10.13567439991925	10.037206060541795	10.076593396292777	16621056.0	1650860289.0	214668.0	-64348302.0	7.2307586669921875	1.7083977460861206	9.890008517318579	0.18067390389200355	14.3287	0.98020434	1.01925631	0.79436362	0.009046	-233.63155918	-0.02333333333333333
2016-08-25	10.063464284375785	10.063464284375785	9.846833937745386	9.96499594499833	21716263.0	1666011173.0	215968.0	-51239114.0	7.150678634643555	1.6894774436950684	9.91399439485924	0.15682313209387644	14.3287	0.96687898	1.01674481	0.63369231	0.0081196	-233.41030127	-0.08166666666666667
